name,foods,score,kind
健康油条～没有一滴水，没有泡打粉没有……,面粉（一般的中筋面粉）、酵母（新开封的）、盐、糖、鸡蛋、牛奶（不喜奶香，可换成水）、食用油,8.4,主食
甜薄撑(广式甜薄饼),糯米粉、粘米粉、面粉、水、糖、盐、各类果仁、肉松、椰丝,8.3,主食
手工揉面三分钟，又韧又薄又好包的饺子皮,中筋面粉（普通面粉）、盐、室温水、手粉（额外的普通面粉，防黏用的）,8.7,主食
香甜馒头／大白馒头（超简单新手必学，低筋面粉版）,水、酵母、白糖、低筋面粉,8.8,主食
网红花卷,面粉500、酵母5、白糖5、温水280克（正负+−10克）、要是做300克面粉、3克酵母3克糖160克的温水能做6个花卷、、加入全麦、南瓜泥的水的用量要减掉一些,8.1,主食
吃不够的香酥肉饼（东京池袋站前排长队购买的肉饼竟是这样做出来的…),中筋面粉、盐、清水、馅料的食材、肉末（猪、牛、羊均可）、圆葱（洋葱）、酱油、蚝油、鸡蛋、胡椒粉、盐、香油、油（烙饼用）,8.6,主食
超级详细零失败的黑全麦红薯馒头（减脂必备）,黑全麦面粉、带皮红薯、酵母、盐、糖、适量温水,8.5,主食
菌菇海参鲜虾捞饭,金龙鱼乳玉皇妃大米、水（用于煮米饭）、胡姬花古法小榨花生油、泡发海参、活海虾、干贝、白玉菇、鲜香菇、芦笋尖、生姜、葱白、海鲜酱油、料酒、白胡椒粉、盐、糖、鲍汁、蚝油、鱼露、淀粉、高汤（或水）,9.0,主食
8寸披萨饼皮做法（厚软筋道）4张,高筋面粉、低筋面粉、白糖、盐、干酵母、牛奶、黄油（或橄榄油）,8.4,主食
油酥肉饼,面粉、酵母、无铝泡打粉、糖、肉馅、小葱、水、姜末,8.2,主食
肥牛土豆拌饭,肥牛卷、土豆、洋葱、调料、生抽、蚝油、黑胡椒酱、老抽、料酒、白砂糖、食盐,8.6,主食
树叶馒头,面粉、酵母粉、盐、糖、油、菠菜汁、小苏打,8.7,主食
生日面,胡萝卜、鸡蛋、虾、香菇、丸子、青菜、面、西蓝花,8.4,主食
超下饭的辣子鸡丁,鸡腿、干辣椒、鸡蛋蛋清、生粉、小香葱、老姜、蒜、料酒、盐、五香粉、生抽、蚝油、细砂糖、花椒、熟芝麻,7.9,主食
这道街头知名小吃，被号称中国“披萨”,中筋面粉、盐、沸水、室温水、酱香汁（搅碎用）：、备料：、秘制酱料：,0,主食
【小高姐】酱油炒饭普通的炒饭也能做出大厨的味道,酱油炒饭、鸡蛋、剩米饭、生姜泥、虾仁、盐、白胡椒、玉米淀粉、第一次倒油、洋葱粒、红萝卜、青豆、玉米、盐、第二次炒米饭倒油、老抽、葱花,8.4,主食
牛肉馅饺子,牛肉馅、胡萝卜、香菜、洋葱、姜末、五香粉、生抽、香油、盐（炒胡萝卜）、食用油（炒胡萝卜）、饺子皮,8.6,主食
柳叶饺子详细包法，过年过节必备🧨,饺子皮、馅料,8.5,主食
0失败灌汤小笼包(饺子皮版),猪皮、鸡爪、料酒、饺子皮、猪绞肉,8.5,主食
宝宝10个月辅食：妈妈都觉得好吃的虾仁蒸糕,鸡蛋🥚、面粉、虾仁🍤、柠檬汁,8.4,主食
红糖大枣馒头,红糖、红枣、酵母（最好是耐高糖的）、面粉（我用的五得利六星）、温水（根据自己用的面粉适当调整）,8.5,主食
🔥好吃到爆的酸辣葱油拌面‼️零难度,挂面、小葱、蒜末、小米椒、香菜,8.2,主食
🍩超快手一小时低糖无需烤箱的甜甜圈（详细视频）,高筋面粉、糖、全蛋、蛋黄、牛奶、酵母、黄油、盐、烘焙纸,8.2,主食
紫薯奶酪饼,紫薯、牛奶、面粉、奶酪、糖,0,主食
纯玉米面窝窝头(烫面.不发酵),玉米面、白糖、开水、玉米碴或其他粗粮(丰富口感),8.3,主食
比糕点还美味的粗粮——玉米红薯半发面小饼,玉米面、熟红薯1个、水、酵母、面粉、若羌红枣碎、葡萄干碎,8.3,主食
素三鲜馅饼,面粉、水、食用油、香菇、胡萝卜、青椒、木耳、虾皮、小葱、生抽、蚝油、五香粉、花椒粉、香油、盐、花椒油、鸡精,8.3,主食
绵软牛奶馒头,低筋面粉、纯牛奶、干酵母（耐高糖）、糖,8.3,主食
松软有嚼劲的奶香馒头,中筋面粉、细砂糖、干酵母、猪油、牛奶（冷藏）,8.7,主食
山东大馒头,中筋面粉、盐、酵母（安琪耐高糖）、糖、水、中筋面粉（排气时添加）、中筋面粉、盐、酵母（安琪耐高糖）、糖、水、中筋面粉(排气时添加)、中筋面粉、盐、酵母（安琪耐高糖）、糖、水、中筋面粉（排气时添加）,9.0,主食
韭菜盒子,面粉、韭菜、虾皮、鸡蛋、油、盐、花椒、粉丝,8.7,主食
水合法、后酵母，一次发酵轻松做馒头,中筋粉、奶粉、白糖、水、酵母、猪油,8.6,主食
自制椒盐酥饼,花椒、孜然、盐、白芝麻、面粉、水、酵母、油,0,主食
好吃🉐️感动😹的【紫米饭团】，看图秒会❗️,紫米、糯米、沙拉酱、火腿、肉松、黄瓜、葡萄干、花生碎、玉米麦片、鸡蛋、蟹肉棒,8.1,主食
超萌牛奶刀切小馒头【一口一个】,中粉、细砂糖、水【可以把水换成80g牛奶】、全脂奶粉、干酵母,8.4,主食
中国结之琵琶结---馒头,中筋面粉、栀子花果、酵母、牛奶（冰）、糖,8.6,主食
家庭自制手擀馄饨皮、云吞皮『超详细零失败』,中筋面粉(普通面粉)、玉米淀粉(可用面粉代替)、水、鸡蛋液,8.6,主食
【美味的广场】好吃到刮碗底的泰式菠菜炒猪肉盖饭태국시시금치고기텊밤,菠菜、猪肉末、食用油1、大蒜、青尖椒/青阳辣椒、红尖椒/泰国红椒（可选）、红糖/黄糖/砂糖、酱油、蚝油、老抽（可选）、鱼露、水(可选)、鸡蛋（可选）、食用油2、米饭,8.8,主食
飙汁大肉包,面团：中筋面粉、低筋面粉、白糖、水、酵母、泡打粉、馅料、猪肉馅、白糖、葱姜水、老抽、生抽、盐、鸡精、白胡椒粉、食用油、香油,8.5,主食
【生酮低碳必备】2g碳水|可以配宇宙的小餐包🥯主食替代,洋车前子壳粉/psylliumhusk、杏仁粉、无铝泡打粉、盐、沸水、苹果醋、鸡蛋清、白芝麻、橄榄油,8.6,主食
【唐】新手披萨饼皮（四岁起步）,高筋面粉、低筋面粉、酵母、盐、砂糖（白糖）、温水（纯牛奶）、黄油,8.3,主食
宝宝辅食:宝宝超爱吃的香蕉饼,香蕉、面粉、鸡蛋,8.5,主食
韭菜盒子,面粉、开水、韭菜、鸡蛋、玉米油、香油、盐、五香粉或十三香、虾皮,8.4,主食
泰式菠萝炒饭,菠萝、鱼露、鸡蛋、豌豆、虾仁、洋葱、米饭、腊肠、葡萄干、红萝卜、酱油、咖喱粉、盐、白胡椒粉、玉米油,8.3,主食
减脂粗粮——菌蔬窝窝头,玉米面、油菜、香菇,8.4,主食
超级酥软好吃的馅饼,高筋或中筋面粉、酵母、糖、温水、和好的自己喜欢的肉馅或者素馅馅料,8.4,主食
青椒酱,青椒、蒜、姜、味极鲜,8.6,主食
通用包子皮做法/无泡打粉,中筋面粉、纯牛奶、常温水、安琪干酵母、猪油、细砂糖、以上为14-16个包子配方,8.4,主食
起酥火腿面包（手抓饼版，免和面）,鸡蛋、手抓饼、小葱、芝麻、沙拉酱、火腿肠,8.4,主食
香酥好吃的油酥饼做法,中筋面粉、开水、凉水、花生油、盐、十三香,8.3,主食
烤生蚝（蒜泥）,油、蒜、小米椒、蚝油、盐、姜、酱油、洋葱、葱花、白糖,0,主食
新疆特色大盘鸡（附加皮带面做法）,鸡腿、土豆、糖、干辣椒、八角、香叶、花椒、青椒、生抽、料酒、生姜、大蒜、盐,8.2,主食
椒盐烧饼,中筋面粉、酵母、白糖、温水、面粉（椒盐用）、椒盐、食用油、黑、白芝麻,8.1,主食
香脆到掉渣的香烤馒头,馒头、黄油、白砂糖、炼乳,8.2,主食
㊙️制肥牛饭比吉野家好吃还便宜！,肥牛、洋葱、西兰花、生抽、蚝油、料酒、糖、盐、酱油、水、淀粉,8.5,主食
一发奶香小馒头，口感特别好！,中筋面粉/普通面粉（香满园特精小麦粉）、白糖、牛奶、酵母、无味食用油,8.2,主食
菠菜馒头,菠菜泥、细砂糖、食用小苏打、黄油、中筋面粉、干酵母,8.1,主食
不用揉出膜、不用醒面就能酥掉渣的中式酥皮点心,水油皮：、中筋面粉、白糖、猪油（固体液体都可以！）、沸水、油酥：、低筋面粉、猪油（固体液体都可以！）、以下是鲜花饼材料，做蛋黄酥不用看！！！⬇⬇⬇、鲜花饼馅料配方参考：、玫瑰花酱、炒熟中筋面粉、猪油,8.9,主食
简易快手的荷叶糯米鸡饭,糯米、荷叶、鸡、干香菇、酱油、蚝油、米酒、姜、虾干、干贝,0,主食
超简单零失败的红糖发糕,鸡蛋、红糖、酵母、普通面粉、温水（38度左右）、红枣,7.8,主食
洋葱酥卤肉饭,五花肉、洋葱、油菜、鸡蛋、葱、姜、蒜、八角、冰糖、食盐、老抽、绍兴黄酒或者加饭酒、香菇,8.6,主食
空心馍（肉夹馍）,普通面粉、盐、糖、普通酵母（耐低糖酵母也可以）、温水,9.0,主食
【小高姐】北方大馒头小麦醇香只用三种原料,馒头、中筋面粉、温水、酵母、食用碱面、温水,8.5,主食
发面油酥小糖饼,面粉、水、酵母、白糖、色拉油,9.0,主食
蒜香小馕,高筋粉、中筋面粉、酵母、鸡蛋、牛奶、糖、盐、黄油、芝麻、蒜香油、植物油、蜂蜜、盐、蒜泥➕葱叶,8.3,主食
墨西哥卷饼,中筋粉、酵母、盐、橄榄油、水,9.1,主食
一做就成功的肉夹馍（白吉馍做法）,普通面粉、水、酵母、盐,8.6,主食
黑米馒头,中筋面粉、黑米粉、牛奶、细砂糖、干酵母、黄油或猪油,8.4,主食
【面食天堂】,水、酵母粉、泡打粉、糖、中筋面粉、食用油、盐、葱花、火腿粒、中筋面粉、盐、温水、蒜末、辣椒粉、小葱、香菜、芝麻、盐、糖、生抽、香醋、热油,8.4,主食
《Tinrry+》美姬老师教你做可爱云朵造型馒头,中筋面粉、纯牛奶、细砂糖、花生油、可可粉、红曲粉、纯牛奶、酵母、中筋面粉、纯牛奶、细砂糖、花生油、可可粉、红曲粉、纯牛奶、酵母,9.2,主食
㊙️好吃到多吃一碗饭的👍🏻［孜然培根土豆片］,土豆、培根、干辣椒、干豆豉、老干妈、孜然粉、调味料,8.6,主食
肉夹馍(白吉馍的制作),中筋面粉、酵母、水、糖、泡打粉、玉米油,8.9,主食
🥒鸡丝凉面,鸡胸肉、黄瓜、面条、葱、姜、蒜、辣椒面、盐、糖、生抽、陈醋、蚝油,8.2,主食
香浓咖喱牛肉,牛肉、小土豆、胡萝卜、洋葱、葱姜蒜泥、咖喱块,8.3,主食
馒头成形记（图文完全版）,面粉、酵母、白糖、水、面粉,8.6,主食
包子馒头成长记,中筋面粉、温水（不超40度）、糖、酵母、猪油,8.5,主食
懒人电饭锅香肠焖饭/煲仔饭,米、水、香肠、香菇、鸡蛋/西红柿、盐、糖、蚝油、生抽、老抽、橄榄油,8.4,主食
在家怎么做广东炒面,鸡蛋、面条、胡萝卜丝、葱段、蒜片、生抽、老抽、蚝油、白糖,8.6,主食
黑米糕,黑米粉、大米粉（粘米粉）、糯米粉、鸡蛋、白砂糖、牛奶、无味植物油、柠檬汁、桂花,8.7,主食
《Tinrry下午茶》教你做芒果班戟和芒果千层饼,鸡蛋、无盐黄油、牛奶、低筋面粉、糖粉、玉米淀粉、糖粉、芒果、动物性淡奶油,8.7,主食
特浓黑巧可可贝果🥯,高筋面粉、牛奶、老面、无糖可可粉、巧克力酱、新鲜酵母/酵母粉、细砂糖、盐、黄油、耐高温巧克力豆、鸡蛋蛋白、水、糖,8.5,主食
空口可以吃两个的开花红糖馒头（动图图解）无需整形，真的好好吃,中筋面粉、红糖❗❗❗不喜欢太甜可以➖30g、水、酵母、红枣,8.4,主食
春卷皮（卷菜也可以）,面粉、水、盐、红薯粉,0,主食
小朋友最爱的阳春面,猪油、葱花、生抽、芝麻油、鸡精、糖、盐,7.8,主食
泡菜肥牛炒饭,米饭、肥牛卷、韩式泡菜、马苏里拉芝士、番茄酱、生抽、油、葱花,8.5,主食
黑全麦减脂蔬菜饼,黑全麦粉、鸡蛋、鲜虾、青瓜、胡萝卜、金针菇、盐、黑胡椒粉、葱花,8.4,主食
蒙古奶酪包👩‍🍳,面粉（天山特一）、牛奶（瑞缘）、草鸡蛋、细砂糖、盐、黄油、干酵母（冬5夏3）、【馅料】、砂糖、马苏里拉奶酪（不建议用妙可蓝多，拉丝太少！）,8.1,主食
荷叶饼，水单饼,中筋面粉（饺子粉，富强粉均可）、开水、凉水,9.1,主食
花生酥饼（无敌香酥松！）,花生、黄油、低筋面粉、糖、泡打粉、鸡蛋,8.2,主食
葱香四溢手抓饼,中筋面粉、30~40°温水、香葱、食用油、盐、白糖,8.2,主食
油泼扯面【曼食慢语】,中筋面粉、水、盐、小青菜、豆芽、蒜头、小葱、生抽、植物油、醋、辣椒面、花椒面、盐,8.9,主食
常备餐之好吃多汁的汉堡牛肉饼,牛肉、洋葱、料酒、酱油、盐、牛奶、黑胡椒、蚝油、孜然,8.2,主食
凉拌面,面条、黄瓜、香菜、花生米、蒜末、葱花、辣椒酱、熟芝麻、油、生抽、醋、糖、盐,7.9,主食
营养又美味的萝卜丝包子馅,萝卜、色拉油、黄酒、厨邦美味鲜、蚝油、小葱、虾皮,8.3,主食
豆乳白酱意面,伊利植选豆乳、意面、洋葱、大蒜、火腿/培根、口蘑、橄榄油、海盐、黑胡椒、帕玛森奶酪,8.6,主食
有着面包口感的红糖馒头（一次发酵）,红糖、热水、耐高糖酵母、普通面粉、鸡蛋,8.6,主食
好吃的黑椒肥牛饭,肥牛、胡萝卜、土豆、洋葱、黄油、老抽、盐、糖（减量后的）、黑胡椒碎、水,8.2,主食
包饺子手法,来自,8.2,主食
（快手减脂早餐💕）『无淀粉』鸡蛋卷饼,金针菇、鸡蛋、盐、橄榄油、低脂芝士片、蕃茄酱、生菜、玉米粒、低脂火腿肠、肉松（减肥的人就算了吧，哈哈！）,1,主食
貌美如花花花花花卷,中筋面粉（就是普通小麦粉，或者包子粉饺子粉都一样）、水（水不要一次全加留5克，揉面的过程中看面团的软硬再加）、酵母、糖（作用是促进发酵）、以下是卷入的材料、植物油、葱（取葱绿部分）、上海大红肠肉丁（随便你自己喜欢的肉丁）、盐（建议可以多撒点）、椒盐粉（没有就不放）、熟的白芝麻（没有就不放）,8.9,主食
木有面条机也可以做出Q弹纯手工鸡蛋面,面粉、鸡蛋、盐、油,8.4,主食
酸爽到不敢想象的浇汤肥牛面,肥牛、金针菇、绿豆芽、绿叶菜、鸡蛋、蒜、小葱、蚝油、生抽、凉拌醋（老陈醋）、盐、鸡精、辣椒面、食用油、热开水、面条,7.9,主食
「香喷喷的懒人快手营养焖饭」少油南瓜/香肠焖饭,大米、香菇、青豆、玉米粒、南瓜、香肠/鸡胸肉、胡萝卜、土豆、生抽、耗油、老抽、盐、淀粉,8.2,主食
咖喱鸡肉饭（新手也能一次成功）,鸡腿肉、土豆、米饭、洋葱、胡萝卜、好侍百梦多咖喱微辣、生抽、料酒、青豆、玉米、香菇（可选）,8.3,主食
高颜值海苔饭团,寿司用海苔、午餐肉、鸡蛋、生菜、美乃滋、蕃茄酱、熟白芝麻,8.1,主食
南瓜小馒头,中筋面粉、酵母、牛奶、糖、玉米油、南瓜粉、竹炭粉、红曲粉,8.4,主食
比吃肉还香的凉拌菜，酸辣杏鲍菇,杏鲍菇、蒜、葱、小米辣、香菜、辣椒面、白芝麻、白糖、镇江香醋、一品鲜生抽、盐、这些材料一定要准备齐全,8.3,主食
发面大饼,中筋面粉、酵母、糖、水、鸡蛋一个、盐、十三香,2,主食
2款乖巧独角兽卡通创意奶香馒头（免手揉配方）,低筋/中筋面粉、冰牛奶、细砂糖、玉米油、酵母、惠尔通蛋糕色素,8.4,主食
花卷一次发酵松软好吃造型简单最近花卷馒头当道的,中筋面粉、细砂糖、酵母、玉米油、水,8.2,主食
烤箱版新疆烤包子,面粉、盐、羊肉、花椒粉、胡椒粉、孜然粉、洋葱、油、八角、大葱段、花椒、鸡蛋、白芝麻,8.4,主食
一次醒发，又喧又软，荞麦馒头……,荞麦面、普通面粉、酵母、糖、水,8.5,主食
简单好做又好吃的春饼,面粉、盐、油、凉水、开水,8.1,主食
西贝奶酪饼(马苏里拉),牛奶、鸡蛋、细砂糖、盐、高筋面粉、酵母、黄油、内馅:、马苏里拉芝士、细砂糖,8.1,主食
燕麦葡萄干馒头（一次性发酵）,低筋面粉或中筋面粉、燕麦、牛奶、细砂糖、干酵母、葡萄干、椰子油,2,主食
麻酱烧饼（独家原创）,中筋面粉、酵母粉（红燕）、细砂糖、食盐、植物油（无特殊气味）、清水、芝麻酱、香油（芝麻油）、食盐、中筋面粉、五香粉、糖浆（或蜂蜜）、老抽、清水、熟白芝麻,8.6,主食
蕾丝冰花煎饺,＃蕾丝面糊材料＃、面粉、水、盐、油、熟饺子,8.8,主食
白！香！软！甜！筋道的大馒头,普通面粉（中筋）、酵母、糖、盐、水,8.8,主食
松软好吃的包子皮,中筋粉、细砂糖、酵母（秋冬，气温在10度以下）、酵母（春，气温在15度左右）、酵母（夏：气温在22度以上）、冬天用温水38度、夏天用凉水or冰水、玉米油或者猪油、喜欢有奶香味面皮的可以加全脂奶粉,8.9,主食
夺命肉末酸辣粉,粉丝,8.3,主食
光滑且细腻的奶香馒头（一次发酵）,中筋面粉、糖、大豆油（也可以不加）、酵母、牛奶🥛、盐（可以不加）,8.3,主食
三色白菜猪肉水饺,猪肉糜、大白菜、盐、葱末、姜末、饺子皮、家乐老母鸡汤口味浓汤宝、料酒、生抽、白胡椒粉、植物油,8.4,主食
可以当主食的爽口凉拌菜——粉丝菠菜,粉丝、菠菜、鸡蛋、魔芋丝、小米椒、蒜、芝麻、辣椒粉、生抽、醋、白糖、盐、植物油,0,主食
春饼皮、烤鸭饼皮（饺子皮版）,饺子皮（超市卖的成品饺子皮）、食用油、毛刷,9.0,主食
宝宝也喜欢的酸奶馒头,低粉、酵母、酸奶(纯甄小蛮腰原味)、细砂糖,8.4,主食
西安香酥牛肉饼,牛肉,8.5,主食
春饼的做法（北方习俗吃的摊春饼）,面粉、滚烫开水、盐、色拉油,8.7,主食
迪斯尼冰淇淋甜筒卡通馒头,白色面团、棕色面团、黑色面团、紫色面团、黄色面团、肉色面团、蓝色面团、红色面团,8.4,主食
正宗山西大同刀削面卤,肉馅、八角、花椒粒、香叶、桂皮、肉蔻、花椒面、葱姜蒜,8.3,主食
Q弹南瓜饼,南瓜（生的去皮去瓤）、糯米粉(不可用各类面粉替换，口感会硬)、玉米淀粉、砂糖,8.1,主食
冬笋香菇菜包,面粉中筋或低筋、水、酵母、泡打、糖、上海青（挤干）、香菇（水发）、冬笋、盐、糖、味精、玉米油或色拉油、麻油,8.8,主食
番茄鸡肉浓情焗饭【两人份】,鸡胸肉、胡萝卜、土豆、番茄、青椒、红椒、黑胡椒粉、生粉、番茄酱、盐、糖、酱油、洋葱、马苏里拉芝士碎,8.2,主食
基础饺子的包法,饺子皮、馅料,1,主食
辣椒油--会上瘾的美味,干辣椒、蒜、姜、芝麻（生的）、王守义十三香、花椒粉、孜然粉、生抽、菜籽油或花生油,9.0,主食
年夜饭鼠来运转造型馒头卡通馒头@卡通包,面粉、水、糖、酵母、油、红曲米粉、黄栀子粉或南瓜粉、竹碳粉或墨鱼粉、烘焙金粉,8.3,主食
百梦多鸡肉咖喱饭,百梦多咖喱块、鸡腿肉（去骨去皮）、洋葱、白口蘑、青豆、玉米粒、植物油、清水、鸡蛋、海苔碎、黑白芝麻、米饭,8.3,主食
松软养胃的山药饼（高营养低热量）,山药、普通面粉、炼乳（或白糖）、鸡蛋、酵母、玉米油（或者无味植物油）,7.9,主食
汤汁喝精光的麻辣烫,火锅底料、葱、姜、蒜、芝麻酱、蚝油、牛奶、菠菜、白菜、土豆、荷兰豆、宽粉、方便面、火腿肠,8.0,主食
新手第一次都可以成功的手工馒头做法,面粉、酵母、糖、温水,8.2,主食
用紫菜做海苔【芝麻海苔碎】超级简单,白芝麻、紫菜、糖、李锦记味极鲜,8.3,主食
㊙️跟姑妈学做糯米饭❗️掌握这两个窍门❗️一次蒸熟超黏糯,糯米、红枣、枸杞、红糖,8.0,主食
㊙️无需揉面，一学就会的韭菜三鲜生煎包！,韭菜、鸡蛋、粉丝、胡萝卜、干木耳、干香菇、饺子皮、黑芝麻、小葱,0,主食
汤氏猪肉大葱肉饼,[和面]、普通面粉、水、[馅儿]、猪肉馅儿、大葱、姜、糖、盐、酱油、香油、鸡蛋、白胡椒粉,8.7,主食
快手早餐--土豆丝鸡蛋饼,土豆、鸡蛋、盐、面粉（中筋面粉）、油、胡萝卜,8.3,主食
腊肠焖饭,腊肠、玉米粒、豌豆、胡萝卜、生抽、老抽、盐、葱、大米、蚝油、香菇,8.1,主食
基础白面馒头，三种原材料，无任何添加,面粉、水、酵母,8.3,主食
尖椒茄子馅饼,茄子、尖椒、自发粉、姜末、盐、糖、生抽、油、温水,8.9,主食
紫米馅老婆饼超快手（不用出膜不用醒面）,水油皮、中筋面粉、白糖、猪油、沸水、油酥、低筋面粉、猪油、馅料、紫糯米馅、刷表面蛋黄,8.7,主食
广式蛋黄莲蓉月饼🥮含50g~125g饼皮馅料比例🥮,中筋面粉、转化糖浆、花生油、枧水、莲蓉、咸蛋黄、蛋黄液、玉米淀粉,8.3,主食
爱心💗馒头,面粉、酵母、水、盐,8.2,主食
食欲大开～快手菜～葱油拌面🍜,面-3人份、小葱、大蒜、芝麻、生抽、蚝油、老抽、糖,0,主食
宅家16天—梅菜干肉饼，心神舒畅,梅干菜、五花肉、水、面粉、盐、糖、蚝油、椒盐粉、胡椒粉,8.0,主食
巨解馋🉐️香辣孜然年糕土豆条❗️,土豆、年糕、生抽、蚝油、孜然粉、辣椒粉、熟白芝麻、孜然粒、白砂糖,1,主食
零基础零失误❗️超酥脆拿破仑😍手抓饼版本‼️好看又好吃,手抓饼、淡奶油、草莓、蓝莓,8.3,主食
可以给宝宝当辅食的单纯版南瓜馒头，含玫瑰花、刺猬、南瓜造型馒头做法,酵母、南瓜、面粉,8.3,主食
免洗面版凉皮(玉米淀粉+面粉),玉米淀粉、面粉、水、盐、食用油(刷盘跟面皮用)、凉拌配料：、胡萝卜、黄瓜、香菜、老干妈、五仁辣椒酱、生抽、麻油、香醋,8.3,主食
糖酥饼,中筋面粉（油皮）、砂糖（油皮）、猪油（油皮）、温水（油皮）、中筋面粉（油酥）、猪油（油酥）、砂糖（內馅）、全蛋液、芝麻,8.7,主食
简单易操作的糯米南瓜饼,南瓜泥、糯米粉、糖,0,主食
三鲜馅饺子,饺子馅：、鲜虾、肉末、鸡蛋、干香菇、韭菜、葱花、姜末、蚝油、生抽、老抽、香油、花椒油、糖粉、盐、水、虾油、料酒、饺子皮：高粉、中粉、玉米淀粉、水、盐,8.2,主食
粉粉的棉花糖馒头,美玫低筋粉、酵母粉、白糖、水、红曲粉,8.3,主食
超松软一发奶香小馒头,牛奶/水、白糖、中筋粉、酵母、奶粉,8.3,主食
最详细的红糖开花馒头（不加泡打粉）,中筋面粉、常温水、白糖、酵母、椰子油、红糖粉、面粉（一发后加入,8.2,主食
姥姥的爽口凉面！（干拌挂面）,挂面、葱、蒜、辣椒面、花椒粉、香油、醋、酱油、盐、糖、黄瓜,8.8,主食
春时上汤包,猪肉糜、薄百叶、蚕豆瓣、春笋、黑木耳（泡发好）、蒜片、姜片、太太乐鲜鸡汁、调和油、水,8.5,主食
低脂冬季不长肉🔆解馋又开胃的酸辣拌荞麦面,荞麦面、小葱、香菜、小米辣、蒜、熟白芝麻、辣椒粉、花生米,8.2,主食
彩色爱心卷·馒头,中筋面粉、酵母、砂糖、牛奶、玉米油、彩鸿天然色粉,8.1,主食
油酥烧饼(比麻酱烧饼更美味),中筋面粉、酵母粉（红燕）、细砂糖、食盐、植物油（无特殊气味）、清水、中筋面粉、植物油（无特殊气味）、食盐、五香粉,8.7,主食
土豆肥牛盖饭,肥牛、土豆、紫色洋葱、植物油、米饭、碗汁：、生抽、老抽、料酒、黑胡椒粉、蚝油、玉米淀粉、水、盐,1,主食
岐山臊子面,五花肉、葱、姜、干辣椒面、五香粉、十三香、盐、面、鸡蛋、蒜苗、胡萝卜、土豆、木耳、豆腐,8.6,主食
红枣红糖馒头,面粉、红糖、酵母、红枣、开水,8.1,主食
【咸蛋黄肉松饭团】-泰迪版,剩米饭、海苔、熟咸蛋黄、胡萝卜、火腿肠、肉松、大米和糯米（煮新鲜饭用）,8.8,主食
菠菜南瓜奶酪丹波面包丨健康·烘焙,"高筋面粉、盐、无铝泡打粉、无盐黄油（室温软化）、黑胡椒粉、孜然粒、全脂牛奶（室温）、菲达奶酪（feta,小块状的）、新鲜菠菜叶（生的，略切几刀不用切很碎）、南瓜（熟的，切小方块状的）",8.9,主食
洋葱牛肉馅饼,面粉、牛肉馅、温开水、冷水、香葱、洋葱、姜、鸡蛋、料酒、盐、生抽、鸡粉、芝麻油、食用油、黑胡椒粉、水,8.6,主食
鸟语花香菠萝炒饭,菠萝、米饭、胡萝卜、青豆、盐、虾仁或火腿肠、鸡蛋、红豆,8.9,主食
一发也可以做松软香甜的白馒头（详细版零失败),面粉、水、酵母、白糖、植物油或者猪油,8.2,主食
超级简单的手工芋泥馅制作方法！,荔浦芋头、牛奶、细砂糖、黄油、奶粉、淡奶油、紫薯,8.2,主食
奶香馒头,中筋面粉/高筋面粉/低筋面粉、奶粉、砂糖、高活性酵母、盐、无铝泡打粉、玉米油、水,8.2,主食
猪肉大葱饺子馅超级简单,猪肉、大葱、姜、盐、蚝油、酱油、糖、十三香,8.2,主食
空心芝麻烧饼,中筋粉、牛奶、水、酥油（黄油/椰子油）、盐、白芝麻、白糖,8.4,主食
鸡腿这样做，太赞了！放冰箱还不占地方（儿子一次能吃俩）,鸡腿、1腌料汁:、生抽、老抽、蚝油、蜂蜜、料酒、姜沫、水、2炖料汁:、生抽、蚝油、老抽、蜂蜜、料酒、水、熟白芝麻,8.1,主食
零失败日式咖喱鸡肉饭！！最正宗日本家庭做法！简单又好吃！,鸡肉、咖喱块！咖喱块！别买成粉哦、牛奶、土豆、胡萝卜西蓝花,8.5,主食
堂妈金牌牛肉饭,肥牛片、洋葱、西兰花、胡萝卜、油、生抽、味淋、李锦记味蚝鲜蚝油、食用盐、绵白糖、适量老抽,8.8,主食
咸摩卡奶油卷/完美毛巾面技巧+回味无穷摩卡配方/烘焙视频蛋糕篇9「中卷」,鸡蛋、低筋面粉、细砂糖、植物油、热水、可可粉、速溶黑咖啡粉、淡奶油、细砂糖、盐、可可粉、速溶黑咖啡粉,8.7,主食
一次能吃8个的豇豆（西葫芦）虾仁鸡蛋木耳包子/饺子,豇豆（西葫芦）、虾仁、鸡蛋、黑木耳、葱花、蚝油、盐、熟花生油、香油、面皮、面粉、温水、酵母,1,主食
发面千层饼,面团部分：、面粉200克、酵母2克、水100克、白糖5克、油酥部分：、面粉、油、椒盐、南瓜粉（可不加）、辅料：、白芝麻少许,8.7,主食
彩色面有机面蔬菜面手工面女侠森森,普通或高筋面粉、食用盐、南瓜泥、蔬菜汁、紫薯粉、水,8.9,主食
牛奶馒头（零基础零失误操作）,牛奶、面粉、酵母粉、白糖,8.3,主食
超好吃的凉拌面（荞麦面）,荞麦面条、黄瓜、辣椒粉、花椒粉、大蒜、白芝麻、生抽、醋、白糖、小米辣,8.2,主食
把陈乔恩吃哭的焖饭，我一口气连吃3碗，学会后再也不想吃外卖了,大米、香肠、香菇、玉米青豆胡萝卜混合蔬菜、油、生抽、老抽、葱花,7.9,主食
